wmo,cycle,rrs700,wl_selected_nm,granule,dist_km,lat,lon,source_file
1902644,23,0.0003200005739927292,699.0,ExpBricaud,205.98855691292712,-20.39884662628174,-70.31526947021484,Argo_1902644_023_fits.npz
1902644,32,0.00018900074064731598,699.0,ExpBricaud,39.904834301656365,-18.412348747253418,-72.03289413452148,Argo_1902644_032_fits.npz
1902644,34,0.00024499930441379547,699.0,ExpBricaud,99.10811373088893,-19.00967788696289,-71.43669509887695,Argo_1902644_034_fits.npz
1902644,36,0.0002900008112192154,699.0,ExpBricaud,199.64204989781967,-19.753748893737793,-71.05400085449219,Argo_1902644_036_fits.npz
1902644,38,0.00013400055468082428,699.0,ExpBricaud,2.32035413242001,-19.442537307739258,-72.39128494262695,Argo_1902644_038_fits.npz
1902644,40,1.800060272216797e-05,699.0,ExpBricaud,5.411071392747896,-19.265064239501953,-71.69704818725586,Argo_1902644_040_fits.npz
1902652,0,0.00014600157737731934,699.0,ExpBricaud,8.504578648001687,12.506982326507568,-111.90091705322266,Argo_1902652_000_fits.npz
1902652,1,0.0002150014042854309,699.0,ExpBricaud,4.113833794500381,11.754639625549316,-111.50629425048828,Argo_1902652_001_fits.npz
1902652,3,-1.6998499631881714e-05,699.0,ExpBricaud,162.39841148403048,12.030415058135986,-110.46205139160156,Argo_1902652_003_fits.npz
1902722,0,-1.3999640941619873e-05,699.0,ExpBricaud,3.1584280870944488,-22.123888969421387,-34.64624214172363,Argo_1902722_000_fits.npz
1902722,2,-0.00018800050020217896,699.0,ExpBricaud,82.42349829716437,-22.13600444793701,-33.68132781982422,Argo_1902722_002_fits.npz
1902742,1,7.200241088867188e-05,699.0,ExpBricaud,6.79695121580264,28.775897979736328,-74.47051620483398,Argo_1902742_001_fits.npz
1902742,2,0.00010200031101703644,699.0,ExpBricaud,6.249283705917444,28.79793930053711,-74.44603729248047,Argo_1902742_002_fits.npz
1902742,3,0.00012999959290027618,699.0,ExpBricaud,1.8681877957233315,28.79822826385498,-74.67166137695312,Argo_1902742_003_fits.npz
1902742,5,3.5000964999198914e-05,699.0,ExpBricaud,2.112328421516632,28.725728034973145,-75.75651550292969,Argo_1902742_005_fits.npz
1902742,7,-1.6998499631881714e-05,699.0,ExpBricaud,3.0582148317655937,28.25971508026123,-75.81797409057617,Argo_1902742_007_fits.npz
2903439,0,9.800121188163757e-05,699.0,ExpBricaud,268.83511519064047,-36.9232234954834,-110.60650253295898,Argo_2903439_000_fits.npz
2903439,15,-1.7998740077018738e-05,699.0,ExpBricaud,4.45525123966892,-34.94218635559082,-109.8583984375,Argo_2903439_015_fits.npz
2903440,8,-3.899820148944855e-05,699.0,ExpBricaud,186.23376203496193,-36.56862258911133,-97.71817016601562,Argo_2903440_008_fits.npz
2903440,9,0.0003720000386238098,699.0,ExpBricaud,299.8688054815134,-35.06133460998535,-100.07293319702148,Argo_2903440_009_fits.npz
2903441,13,0.00011900067329406738,699.0,ExpBricaud,264.2685092191057,-41.91288757324219,-88.80051040649414,Argo_2903441_013_fits.npz
2903442,5,0.0005389992147684097,699.0,ExpBricaud,41.49118447235583,-40.89294624328613,-79.01568984985352,Argo_2903442_005_fits.npz
2903442,6,0.0003379993140697479,699.0,ExpBricaud,132.80582551142612,-41.725040435791016,-78.53904724121094,Argo_2903442_006_fits.npz
2903442,8,0.0009259991347789764,699.0,ExpBricaud,134.93609585200545,-41.201852798461914,-79.34738159179688,Argo_2903442_008_fits.npz
2903442,10,0.000180000439286232,699.0,ExpBricaud,44.7094744346715,-40.665733337402344,-78.05342483520508,Argo_2903442_010_fits.npz
2903442,12,0.00013000145554542542,699.0,ExpBricaud,25.507599582157738,-40.124568939208984,-78.35847091674805,Argo_2903442_012_fits.npz
2903442,15,0.00036200135946273804,699.0,ExpBricaud,35.62483862153442,-39.72154235839844,-79.46261215209961,Argo_2903442_015_fits.npz
