idx,bbp,bbp_sig,beta,beta_sig,aph,aph_sig,adg,adg_sig,Sdg,Sdg_sig,true_bbp,true_aph,true_adg
17,0.0006036703781399841,6.504121991235412e-05,0.7336252331733704,0.6673124432563782,8.374517694653826e-05,0.00046105438115195453,0.026998728836171066,0.001682062363736473,0.010900352150201797,0.0009046993218362331,0.00036115001421421766,0.004821000155061483,0.020847998559474945
18,0.000523856447683868,5.58796281955308e-05,0.721677303314209,0.6723556444048882,0.0022590579613225516,0.0010726726635131526,0.01770463788584481,0.0013112844788966214,0.010504985228180885,0.0006529306992888451,0.0003658799978438765,0.006829999852925539,0.011022000573575497
19,0.0011591766335993263,9.320014571697363e-05,1.3666458129882812,0.5882173180580139,0.002232582793525422,0.001879435597588658,0.041316344328807104,0.003542674506634678,0.012753387913107872,0.0015344014391303062,0.0011621100129559636,0.009607000276446342,0.02995999902486801
20,0.0009587937975456269,6.060006114013729e-05,1.5074301958084106,0.4896593987941742,0.001802807095927337,0.0008877670772642657,0.015496834884700541,0.001161305799610407,0.010768099687993526,0.0009490628726780415,0.0008433099719695747,0.004484999924898148,0.009663000702857971
21,0.001109051407488426,0.00013144311378985565,1.016445517539978,0.7102830410003662,0.008009166853024744,0.0014129810743939136,0.12844306090876503,0.015981878129043885,0.01296401210129261,0.0017466587014496326,0.001153009943664074,0.025033999234437943,0.07481999695301056
22,0.0010056627718935663,8.649826004103955e-05,1.0661587715148926,0.6744982898235321,0.00043797994006067396,0.0011223800009292763,0.04541705118036882,0.003824452704831661,0.011692707426846027,0.0012049372307956219,0.0008070099866017699,0.008646000176668167,0.034710999578237534
23,0.000931336096958405,7.035863192485692e-05,0.9859073162078857,0.6907796114683151,0.00016286714259902544,0.0007057508334525939,0.03847802980714642,0.0031819266040377554,0.010506941936910152,0.0005686772055923939,0.0008180100121535361,0.0061160000041127205,0.029162999242544174
24,0.0008980435058408084,8.631298951297916e-05,0.7180963158607483,0.6498885303735733,0.0030187584078616987,0.0015828928478297457,0.03246529072154843,0.00256420795349405,0.013899175450205803,0.0018896390683948994,0.0009570100228302181,0.006310999859124422,0.024584000930190086
25,0.0006846645296219241,6.870033242270356e-05,1.031801462173462,0.7014865279197693,0.003229476635222639,0.0013344971351969392,0.03041910479680639,0.0024822375216090476,0.010840997099876404,0.0009328923188149929,0.0005962100112810731,0.009417999535799026,0.0203390009701252
26,0.0007941954190374618,5.728730885478582e-05,1.4709839820861816,0.5279236137866974,0.003534707111125022,0.0009137784031175125,0.016470290875642665,0.0012961873544032288,0.01062459871172905,0.000764213502407074,0.0007515099714510143,0.004480000119656324,0.013051999732851982
27,0.0010184463278108428,6.75387450388343e-05,0.7409366369247437,0.6350372806191444,0.002666592946905188,0.001097861303426964,0.023866974284952273,0.002007915976640136,0.010349761694669724,0.0004443814978003502,0.0009477100102230906,0.007414000108838081,0.01564200036227703
28,0.0007788708055977882,6.700114164980762e-05,1.0884463787078857,0.711230605840683,0.0013983712673540922,0.0013974851721896145,0.03530419312159116,0.0030172090927517783,0.010348176583647728,0.0004355385899543762,0.0006196100148372352,0.00901500042527914,0.02230199985206127
29,0.0006791827791436058,5.988218935035395e-05,1.3288904428482056,0.6271855235099792,0.002913661890926118,0.0010426446500609566,0.017642300258262508,0.0014093066016934094,0.011064810678362846,0.0012207720428705215,0.0005443100235424936,0.005828999914228916,0.011521000415086746
30,0.0009980924724555895,7.645489863150807e-05,1.3547708988189697,0.5955643653869629,0.0012729362715041778,0.0014246136047007978,0.03212072895993592,0.002710000966996034,0.011121973395347595,0.0011024693958461285,0.0010430100373923779,0.00802099984139204,0.021997999399900436
31,0.0012325412911950422,8.455348362967647e-05,1.274294376373291,0.5937117338180542,0.0006105497582453472,0.0011888644872419508,0.03498237007345745,0.0030411374477568934,0.011555293574929237,0.0011734026484191418,0.0011248099617660046,0.009328999556601048,0.022207999601960182
32,0.003408854848607105,0.00013597722718256705,1.334519386291504,0.5318620800971985,0.010898329969375238,0.0015327390850845097,0.20030419367968566,0.0249818099952112,0.016592415049672127,0.0011049509048461914,0.004170109983533621,0.04359700158238411,0.12935900688171387
